PassengerId,Survived,Pclass,"Sex",Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title,gp
27,0,3,male,,0,0,,7.225,0,C,Mr,2.68486645332
28,0,1,male,19.0,3,2,,263.0,C,S,Mr,3.4634321062
29,1,3,female,,0,0,,7.8792,0,Q,Miss,-0.474436420754
30,0,3,male,,0,0,,7.8958,0,S,Mr,3.58576404563
31,0,1,male,40.0,0,0,PC ,27.7208,0,C,Mr,2.34745967119
32,1,1,female,,1,0,PC ,146.5208,B,C,Mrs,-2.88667702513
33,1,3,female,,0,0,,7.75,0,Q,Miss,-0.0933823948547
34,0,2,male,66.0,0,0,C.A. ,10.5,0,S,Mr,1.6302554974
35,0,1,male,28.0,1,0,PC ,82.1708,0,C,Mr,2.04136380767
36,0,1,male,42.0,1,0,,52.0,0,S,Mr,1.59581260575
37,1,3,male,,0,0,,7.2292,0,C,Mr,1.79792076346
38,0,3,male,21.0,0,0,A./. ,8.05,0,S,Mr,3.60223935119
39,0,3,female,18.0,2,0,,18.0,0,S,Miss,2.81796411096
40,1,3,female,14.0,1,0,,11.2417,0,C,Miss,-2.31761723648
41,0,3,female,40.0,1,0,,9.475,0,S,Mrs,0.286912728028
42,0,2,female,27.0,1,0,,21.0,0,S,Mrs,-0.147712575166
43,0,3,male,,0,0,,7.8958,0,C,Mr,3.12094797461
44,1,2,female,3.0,1,2,SC/Paris ,41.5792,0,C,Miss,-6.94242560621
45,1,3,female,19.0,0,0,,7.8792,0,Q,Miss,1.42251136596
46,0,3,male,,0,0,S.C./A.. ,8.05,0,S,Mr,3.07200296389
47,0,3,male,,1,0,,15.5,0,Q,Mr,2.58024714539
48,1,3,female,,0,0,,7.75,0,Q,Miss,-0.0933823948547
49,0,3,male,,2,0,,21.6792,0,C,Mr,2.52739026725
50,0,3,female,18.0,1,0,,17.8,0,S,Mrs,1.70615730887
51,0,3,male,7.0,4,1,,39.6875,0,S,Master,6.84019057052
52,0,3,male,21.0,0,0,A/. ,7.8,0,S,Mr,3.37815544992
53,1,1,female,49.0,1,0,PC ,76.7292,D,C,Mrs,-8.36400410421
54,1,2,female,29.0,1,0,,26.0,0,S,Mrs,-2.15295211411
55,0,1,male,65.0,0,1,,61.9792,B,C,Mr,-1.51273480712
56,1,1,male,,0,0,,35.5,C,S,Mr,-0.121859161049
57,1,2,female,21.0,0,0,C.A. ,10.5,0,S,Miss,-3.14275272276
58,0,3,male,28.5,0,0,,7.2292,0,C,Mr,1.81446058015
59,1,2,female,5.0,1,2,C.A. ,27.75,0,S,Miss,-5.87021485892
60,0,3,male,11.0,5,2,CA ,46.9,0,S,Master,8.22536756856
61,0,3,male,22.0,0,0,,7.2292,0,C,Mr,-0.0371588718515
62,1,1,female,38.0,0,0,,80.0,B,,Miss,-4.64571471056
63,0,1,male,45.0,1,0,,83.475,C,S,Mr,2.08953544884
64,0,3,male,4.0,3,2,,27.9,0,S,Master,5.84672372255
65,0,1,male,,0,0,PC ,27.7208,0,C,Mr,2.62530931847
66,1,3,male,,1,1,,15.2458,0,C,Master,-0.507262960523
67,1,2,female,29.0,0,0,C.A. ,10.5,F,S,Mrs,-3.37864498446
68,0,3,male,19.0,0,0,S.P. ,8.1583,0,S,Mr,1.80089775658
69,1,3,female,17.0,4,2,,7.925,0,S,Miss,-3.30290779052
70,0,3,male,26.0,2,0,,8.6625,0,S,Mr,5.7570554553
71,0,2,male,32.0,0,0,C.A. ,10.5,0,S,Mr,0.739116332378
72,0,3,female,16.0,5,2,CA ,46.9,0,S,Miss,3.6896324214
73,0,2,male,21.0,0,0,S.O.C. ,73.5,0,S,Mr,3.95332317229
74,0,3,male,26.0,1,0,,14.4542,0,C,Mr,3.15183599122
75,1,3,male,32.0,0,0,,56.4958,0,S,Mr,-3.47530022555
76,0,3,male,25.0,0,0,,7.65,F,S,Mr,1.26064599208
77,0,3,male,,0,0,,7.8958,0,S,Mr,3.58576404563
78,0,3,male,,0,0,,8.05,0,S,Mr,3.07200296389
79,1,2,male,0.83,0,2,,29.0,0,S,Master,-7.18104509174
80,1,3,female,30.0,0,0,,12.475,0,S,Miss,0.491123025469
81,0,3,male,22.0,0,0,,9.0,0,S,Mr,5.28189474412
82,1,3,male,29.0,0,0,,9.5,0,S,Mr,1.45626507581
83,1,3,female,,0,0,,7.7875,0,Q,Miss,-1.4968370166
84,0,1,male,28.0,0,0,,47.1,0,S,Mr,2.74011558566
85,1,2,female,17.0,0,0,SO/C ,10.5,0,S,Miss,-2.99673276654
86,1,3,female,33.0,3,0,,15.85,0,S,Mrs,-0.946596194242
87,0,3,male,16.0,1,3,W./C. ,34.375,0,S,Mr,5.06003842456
88,0,3,male,,0,0,SOTON/OQ ,8.05,0,S,Mr,3.07200296389
89,1,1,female,23.0,3,2,,263.0,C,S,Miss,-6.9445069016
90,0,3,male,24.0,0,0,,8.05,0,S,Mr,3.66852079695
91,0,3,male,29.0,0,0,,8.05,0,S,Mr,4.04943913705
92,0,3,male,20.0,0,0,,7.8542,0,S,Mr,2.38327075544
93,0,1,male,46.0,1,0,W.E.P. ,61.175,E,S,Mr,3.59951184939
94,0,3,male,26.0,1,2,C.A. ,20.575,0,S,Mr,1.85581799819
95,0,3,male,59.0,0,0,,7.25,0,S,Mr,3.87150209419
96,0,3,male,,0,0,,8.05,0,S,Mr,3.07200296389
97,0,1,male,71.0,0,0,PC ,34.6542,A,C,Mr,6.14163809352
98,1,1,male,23.0,0,1,PC ,63.3583,D,C,Mr,-1.10370549779
99,1,2,female,34.0,0,1,,23.0,0,S,Mrs,-4.94693020031
100,0,2,male,34.0,1,0,,26.0,0,S,Mr,2.48102204572
101,0,3,female,28.0,0,0,,7.8958,0,S,Miss,0.110258668737
102,0,3,male,,0,0,,7.8958,0,S,Mr,3.58576404563
103,0,1,male,21.0,0,1,,77.2875,D,S,Mr,1.72503647534
104,0,3,male,33.0,0,0,,8.6542,0,S,Mr,3.578360576
